,smiles,LogP,model
257,Cc1ccc(-c2cccc(-c3ccco3)c2COc2ccccc2COCc2cc(F)cc(F)c2C)c(-c2ccccc2COC)c1-c1cc(F)cc(-c2cc(C)cc(C)c2COC)c1C,12.0,post
258,Cc1csc(-c2cccc(-c3cccc(F)c3F)c2-c2cc(F)cc(F)c2COc2cccc(F)c2COC(C)c2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
259,Cc1ccccc1-c1ccc(-c2cccc(-c3ccccc3OC)c2COC(C)c2ccccc2COC(C)c2ccccc2COC)cc1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1F,12.0,post
260,Cc1cccc(-c2cccc(-c3cccc(F)c3OC)c2COCCOc2cccc(F)c2COC)c1-c1ccccc1-c1cc(F)cc(-c2cccc(F)c2COC)c1C,12.0,post
261,Clc1cccc(-c2cccc(-c3cccc(-c4cccs4)c3)c2COCc2ccccc2COc2ccccc2)c1-c1ccc(F)cc1COc1ccccc1F,12.0,post
262,Cc1ccccc1-c1cc(-c2ccccc2C)cc(-c2ccccc2COC)c1-c1cccc(F)c1-c1ccc(F)cc1C,11.37146,post
263,COc1ccccc1-c1ccc(-c2csc(C)c2COc2cc(F)cc(F)c2COC)cc1COc1cc(F)cc(F)c1COC(C)c1cccc(F)c1C,11.98524,post
264,COc1cccc(-c2cccc(-c3ccccc3OC)c2COCc2ccccc2CO)c1COCc1cc(F)cc(F)c1-c1cc(F)cc(-c2cccc(F)c2COC)c1C,12.0,post
265,Cc1ccccc1-c1ccc(-c2cccc(-c3cccc(F)c3F)c2)cc1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1F,12.0,post
266,Oc1ccccc1-c1cccc(-c2cccs2)c1-c1ccc(-c2cccc(F)c2COc2ccccc2-c2ccccc2COCc2ccccc2F)c(-c2ccccc2COc2ccccc2F)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1F,0.0,post
267,COc1cccc(-c2cccc(-c3ccccc3OC)c2COC(C)C(=O)N(Cc2ccccc2F)c2ccccc2COC)c1-c1ccc(F)c(F)c1COc1ccccc1F,12.0,post
268,COc1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(-c2cc(C)cc(OC)c2COC)cc1COc1cc(F)cc(-c2ccccc2COC)c1-c1ccc(F)c(F)c1COc1cc(F)c(F)c(F)c1C,0.0,post
269,Cc1ccc(-c2ccccc2COCc2ccccc2COCc2ccccc2CO)cc1COc1ccccc1COc1cc(C)ccc1C,10.36276,post
270,COc1ccccc1-c1cccc(-c2cccc(-c3ccccc3OC)c2COC(C)c2cccc(F)c2O)c1-c1ccc(F)c(F)c1C,11.08092,post
271,Cc1ccc(-c2ccccc2COC(F)F)c(-c2ccccc2COCc2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,11.89584,post
272,Cc1cccc(-c2cccc(-c3cc(F)c(F)c(C(C)C)c3COc3cc(F)c(F)c(F)c3F)c2)c1-c1ccccc1-c1cc(F)cc(-c2cccc(F)c2COC)c1C,12.0,post
273,Oc1cccc(-c2ccccc2-c2cc(-c3ccccc3F)cc(-c3cccc(F)c3F)c2)c1-c1ccc(-c2ccccc2F)c(Cc2ccccc2COc2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
274,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2-c2cc(F)cc(F)c2COc2ccccc2COCc2cc(C)cc(C(C)C)c2COC(C)C(F)F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,0.0,post
275,Oc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3O)c2-c2cc(F)cc(F)c2COc2ccccc2COCc2ccccc2F)c1-c1cccc(F)c1COc1ccccc1F,12.0,post
276,COc1cccc(-c2ccccc2OC)c1-c1ccc(-c2cccc(F)c2COC)cc1COc1cc(F)cc(-c2cccs2)c1C,10.74532,post
277,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4O)c3COc3ccccc3O)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
278,Cc1cccc(-c2ccccc2-c2ccc(-c3ccccc3F)cc2COc2ccccc2COC(=O)c2ccccc2COCc2ccccc2CO)c1C,11.58864,post
279,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2COC(C)c2ccccc2COCc2ccccc2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
280,Oc1ccccc1-c1cccc(-c2cccc(-c3ccccc3F)c2)c1-c1ccc(-c2ccccc2COc2ccccc2CO)cc1COc1ccccc1-c1ccc(F)c(F)c1COc1cccc(F)c1CO,12.0,post
281,Cc1cccc(-c2cccc(-c3cccc(F)c3COc3cccc(F)c3F)c2C)c1-c1ccc(F)c(-c2cccs2)c1C,11.47676,post
282,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2-c1cccc(C(C)C)c1COCc1ccccc1COc1cc(F)cc(F)c1CO,0.0,post
283,c1ccc(-c2ccccc2-c2cccc(-c3ccccc3OC)c2)cc1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1F,12.0,post
284,CCc1cccc(Sc2cccc(-c3cccc(OC)c3OC)c2-c2cc(F)cc(F)c2COC)c1COc1ccccc1COc1cc(F)cc(F)c1C,11.92062,post
285,CCc1cccc(-c2cccc(-c3cccc(C(C)C)c3OC(C)c3ccccc3F)c2C)c1-c1cccc(F)c1COc1cc(F)cc(F)c1C,12.0,post
286,Fc1cccc(-c2cccc(-c3cccc(-c4cccc(-c5ccccc4F)c3)c2)c1-c1ccc(F)c(F)c1COc1ccccc1F,0.0,post
287,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(C)C(=O)Nc3ccccc3F)c2)c1C,8.98864,post
288,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3COCc3cc(F)cc(F)c3F)c2C)c1-c1cccc(C)c1-c1cc(C)cc(C)c1COCc1cc(F)cc(F)c1F,12.0,post
289,Cc1ccc(-c2ccccc2COCc2ccccc2COC)cc1-c1cccc(-c2cccc(F)c2COC)c1COCc1cc(F)cc(F)c1F,11.27882,post
290,Cc1cccc(C(C)C)c1-c1ccc(-c2cccc(F)c2COC)cc1COc1cc(F)cc(-c2cccs2)c1C,10.49294,post
291,Cc1ccsc1-c1ccc(-c2ccccc2COc2cccc(F)c2COCc2cc(F)cc(F)c2COCc2ccccc2CO)c(F)c1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
292,Cc1cccc(-c2cccc(C(C)C)c2-c2ccc(F)cc2COc2ccccc2C)c1-c1cc(F)cc(-c2cccc(F)c2COC)c1C,12.0,post
293,Oc1cccc(-c2ccc(-c3cccc(F)c3F)cc2COc2ccccc2-c2ccccc2COc2ccccc2-c2ccccc2COc2ccccc2COCc2ccccc2CO)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
294,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4OC)c3OC(C)C)c2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,11.90994,post
295,Oc1ccccc1-c1cccc(-c2cccc(-c3ccc(F)c(F)c3F)c2)c1-c1cc(F)cc(-c2cccs2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
296,Cc1ccc(-c2cccs2)c(-c2cccc(-c3ccccc3O)c2COCc2ccccc2C)c1COCc1ccccc1C,10.81356,post
297,Fc1cccc(-c2ccccc2-c2cccc(-c3cccc(F)c3OCc3ccccc3F)c2)c1-c1cccc(-c2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
298,Clc1cccc(-c2cccc(-c3ccc(-c4ccccc4F)cc3COc3ccccc3O)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
299,Cc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3F)c2C)c1-c1cccc(-c2cccc(C)c2COC)c1COCc1ccccc1C,12.0,post
300,Cc1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3F)c2COCc2ccccc2CO)cc1COCc1cc(C)cc(C)c1COCc1ccccc1C,12.0,post
301,Oc1cccc(-c2cc(-c3ccccc3)cc(-c3ccccc3O)c2COc2ccccc2COCc2ccccc2-c2ccccc2CO)c1C,10.86232,post
302,Oc1ccccc1-c1cc(-c2ccccc2COc2ccccc2F)cc(-c2cccc(F)c2COCc2ccccc2CO)c1-c1ccc(F)c(F)c1-c1cc(F)cc(F)c1F,12.0,post
303,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3F)c2-c2ccccc2CO)cc1-c1cc(F)cc(-c2cccs2)c1-c1ccc(F)c(F)c1COc1ccccc1F,12.0,post
304,Clc1ccc(-c2cccc(-c3ccccc3OCCOc3ccccc3F)c2)cc1-c1ccc(F)c(COC(F)F)c1-c1ccccc1COc1cccc(F)c1F,12.0,post
305,Cc1ccccc1-c1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1COCc1cc(F)cc(F)c1C,12.0,post
306,Oc1cccc(-c2cccc(-c3ccccc3O)c2O)c1-c1ccc(C(F)F)c(-c2cccs2)c1COc1ccccc1F,10.1886,post
307,Cc1cccc(-c2cccc(-c3cccc(F)c3OC)c2-c2cc(C(F)F)cc(C(C)C)c2COC(C)c2ccccc2COC)c1Cc1ccccc1C,12.0,post
308,Cc1cccc(-c2cccc(-c3ccc(-c4ccccc4F)cc3COc3ccccc3F)c2)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1C,12.0,post
309,O=[N+]([O-])c1ccc(-c2ccccc2-c2cc(F)cc(F)c2COc2ccccc2COc2ccccc2COCc2ccccc2CO)cc1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
310,Clc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3)cc2-c2cc(F)c(F)c(F)c2COCc2ccccc2F)c1-c1ccccc1-c1ccc(F)cc1,0.0,post
311,Oc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3COc3cccc(F)c3F)c2)c1-c1cc(F)cc(-c2ccc(F)c(F)c2)c1-c1ccc(F)c(F)c1F,12.0,post
312,Brc1cccc(-c2ccsc2-c2ccc(F)cc2COc2cccc(F)c2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,11.6433,post
313,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3COc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
314,Cc1ccc(-c2cccc(-c3cc(F)c(F)c(C)c3COC(C)C)c2COCc2cc(F)cc(F)c2F)c(C(C)C)c1COCc1cc(F)cc(F)c1F,12.0,post
315,CCc1cccc(-c2cccs2)c1-c1cccc(-c2cc(C)cc(-c3ccccc3OC)c2COCOC)c1COc1cc(F)cc(F)c1C,11.58164,post
316,Cc1cccc(-c2cccc(-c3cc(-c4ccccc4F)cc(C(C)C)c3COc3cccc(F)c3F)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
317,COc1cccc(-c2cccc(-c3cccc(F)c3COC(C)c3ccccc3F)c2C)c1-c1ccc(F)c(F)c1C,10.14724,post
318,Cc1cc(-c2ccccc2COc2ccccc2COc2ccccc2C)ccc1-c1cc(F)cc(-c2cccs2)c1C,10.97146,post
319,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OCc3cccc(F)c3F)c2C)c1-c1ccccc1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
320,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3OC(C)c3cccs3)c2C)c1C,9.27076,post
321,Nc1cccc(-c2ccccc2COc2ccccc2COc2ccccc2COCc2ccccc2CO)c1Cc1cccc(F)c1COc1cc(F)cc(F)c1F,11.0291,post
322,COc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3OC(C)c3ccccc3COC)c2)c1-c1ccc(F)c(F)c1-c1ccc(F)c(F)c1C,12.0,post
323,Oc1ccccc1-c1cc(-c2ccccc2F)cc(-c2ccccc2COc2ccccc2F)c1-c1ccccc1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
324,Cc1cccc(-c2cccc(-c3ccc(-c4ccccc4OC)cc3CC)c2-c2cc(F)cc(F)c2COc2ccccc2COC)c1C,11.54604,post
325,Cc1ccc(-c2cc(-c3ccccc3O)cc(-c3ccccc3F)c2-c2cc(C)cc(C)c2CO)cc1COc1cccc(-c2ccccc2COC)c1C,12.0,post
326,Cc1ccc(-c2cccc(-c3cccc(C(C)C)c3OCc3ccccc3OC)c2COCc2ccccc2CO)cc1COCc1cc(F)cc(F)c1F,11.38322,post
327,COc1cccc(-c2ccc(-c3cccc(F)c3F)c(-c3ccccc3F)c2)c1-c1cc(F)cc(-c2cccs2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
328,Oc1ccccc1-c1cc(-c2ccccc2COCc2ccccc2)cc(-c2ccccc2COc2cccc(F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
329,Cc1cc2c(cccs2)c(CC(C)C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1CO,0.0,post
330,Cc1ccc(Oc2ccccc2COCc2cc(C)cc(C)c2COCc2ccccc2CO)cc1COc1ccccc1COC(F)F,9.64826,post
331,Oc1ccccc1-c1cc(-c2ccccc2)cc(-c2ccc(F)c(F)c2COCc2ccccc2CO)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,11.6829,post
332,Cc1ccc(-c2cccc(-c3cccc(-c4ccccc4F)c3COc3ccccc3OCC)c2C)cc1COc1cc(F)cc(F)c1COCc1cc(F)cc(F)c1F,12.0,post
333,Cc1cccc(-c2ccccc2COC(C)c2ccccc2COc2ccccc2C)c1-c1ccccc1C,9.80266,post
334,Oc1ccccc1-c1ccc(-c2ccccc2COc2cccc(F)c2COCc2ccccc2CO)cc1-c1cc(F)cc(-c2ccccc2F)c1-c1cc(F)cc(-c2cccs2)c1,12.0,post
335,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3-c3cccc(F)c3COc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
336,Cc1cccc(-c2ccccc2COC(C)c2ccccc2-n2cccc2CO)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,10.02522,post
337,Fc1cccc(-c2cccc(Cc3cccc(-c4cccc(F)c4F)c3)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,10.8311,post
338,Cc1ccccc1-c1cc(-c2ccccc2C)cc(-c2cc(C(C)C)cc(C(C)C)c2COC(C)C)c1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1C,12.0,post
339,CC(C)Oc1ccccc1COc1cc(-c2ccc(F)c(F)c2C)cc(C(C)C)c1Oc1cc(F)cc(F)c1CO,8.99262,post
340,CCOc1ccccc1-c1cccc(-c2cccc(-c3ccccc3C)c2COCc2ccc(F)c(F)c2COC)c1C,9.84454,post
341,Brc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3Oc3ccccc3OCc3cccs3)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
342,Cc1cc(Oc2ccccc2OC)ccc1-c1cccc(-c2cccc(C(C)C)c2COC)c1CO,7.89202,post
343,Oc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3OCc3ccccc3F)c2)c1-c1ccc(F)c(F)c1-c1ccc(F)c(F)c1F,12.0,post
344,Cc1ccc(F)cc1-c1ccc(-c2cccc(C(C)C)c2COC(C)c2ccccc2COC)c(-c2ccccc2C)c1C,11.29956,post
345,Oc1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2COc2ccccc2COCc2ccccc2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
346,COc1ccccc1-c1ccc(-c2cccc(-c3cccc(C)c3COC)c2COCCF)c1-c1cc(F)cc(-c2cccs2)c1C,0.0,post
347,Clc1cccc(-c2csc(-c3ccccc3)c2COc2ccccc2-c2ccccc2COc2ccccc2COc2ccccc2CO)c1-c1ccccc1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
348,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1cc(F)cc(-c2ccsc2COc2cc(F)cc(F)c2F)c1C,11.44654,post
349,Cc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3COc3ccccc3OCCOc3ccccc3COC)c2C)c1-c1cccc(F)c1COc1cc(F)cc(F)c1F,12.0,post
350,Nc1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(-c2cccc(F)c2COc2cccc(F)c2COCc2cc(F)cc(F)c2F)c(-c2ccccc2F)c1-c1cccc(-c2cccs2)c1,12.0,post
351,Cc1ccc(-c2cccc(-c3cccc(-c4ccccc4OC)c3OC(C)C(=O)Nc3cccc(F)c3F)c2C)cc1COCc1cc(F)cc(F)c1C,11.30066,post
352,Cc1cccc(-c2cc(-c3ccccc3F)cc(-c3cccc(Oc4ccccc4F)c(C)c3C)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
353,Cc1cccc(-c2ccsc2COCc2ccccc2COc2cc(F)cc(F)c2COC)c1Cc1ccccc1COc1cc(F)cc(F)c1F,11.03102,post
354,COc1ccc(C(C)C)cc1-c1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(-c2ccccc2F)c(COc2ccccc2C)c1COCc1cc(F)cc(F)c1F,12.0,post
355,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(-c2ccccc2F)c(COCc2ccccc2COc2cccc(F)c2COC)c1Cc1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
356,Brc1cccc(-c2cccc(-c3ccccc3OC)c2-c2cc(F)cc(F)c2COc2ccccc2-c2ccccc2COc2ccccc2COc2ccccc2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
357,Cc1ccc(-c2cccc(-c3cc(F)c(F)c(F)c3F)c2)cc1COc1cc(F)cc(F)c1COCc1cc(F)cc(F)c1COc1cc(F)cc(F)c1C,11.90324,post
358,Cc1cccc(-c2cccc(F)c2-c2cc(F)c(F)c(-c3ccccc3F)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,11.83256,post
359,Cc1cccc(-c2cccc(-c3cccc(F)c3C)c2COCc2ccccc2CO)c1Cc1ccc(F)c(F)c1C,9.16306,post
360,Cc1cc(-c2cccs2)nc(-c2cccc(F)c2COCc2ccccc2CO)c1-c1ccc(F)c(C)c1COc1cc(F)cc(F)c1C,10.41386,post
361,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(C)C)c2COCc2ccccc2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
362,Cc1ccc(-c2ccccc2-c2ccc(-c3ccccc3F)c(-c3ccccc3F)c2)cc1COc1cc(F)cc(F)c1COC(C)c1ccccc1C,12.0,post
363,COc1cccc(-c2cccc(-c3ccccc3OC)c2COc2cccc(F)c2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,10.6974,post
364,Cc1cccc(-c2sccc2COc2cccc(F)c2COCc2ccccc2CO)c1-c1cccc(F)c1COc1cc(F)cc(F)c1C,10.62244,post
365,COc1cccc(-c2cccc(-c3cccc(C(C)C)c3OC)c2COC(C)C(F)F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,11.1338,post
366,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2COCCOc2ccccc2COCc2ccccc2COCc2cc(F)cc(F)c2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
367,Cc1ccsc1C(C)c1cccc(-c2cccc(F)c2COCc2ccccc2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
368,COc1ccc(-c2cccc(-c3cccc(OC)c3OC)c2COCc2ccccc2COC)cc1COc1cc(F)cc(-c2cccc(F)c2)c1COCc1cc(F)cc(F)c1F,12.0,post
369,Cc1cccc(-c2cccc(-c3ccc(F)cc3OC)c2COCCOc2ccccc2COCc2cc(F)cc(F)c2COC(C)c2ccccc2COCc2cc(C)cc(C)c2COC)c1COCc1ccccc1C,12.0,post
370,COc1cccc(-c2ccccc2-c2cc(-c3ccccc3F)cc(-c3ccccc3OC)c2-c2ccc(F)cc2COC(C)c2ccccc2COC)c1C,12.0,post
371,Cc1cccc(-c2ccccc2-c2cccc(F)c2COc2cc(F)cc(F)c2COC)c1C,7.78014,post
372,Cc1cccc(-c2ccccc2COC(C)c2ccccc2COc2ccccc2C)c1COc1ccccc1COc1cc(F)cc(F)c1C,11.57186,post
373,Cc1cccc(-c2cccc(-c3cc(F)c(F)c(F)c3OC)c2COCc2ccccc2C)c1-c1ccc(F)c(F)c1-OC,9.73394,post
374,c1ccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)cc2COCc2ccccc2CO)cc1-c1cc(F)cc(-c2cccs2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
375,Cc1cc(C(CC(C)C)COc2ccccc2COCc2ccccc2COCc2ccccc2C)ccc1COc1ccccc1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
376,Oc1ccccc1-c1cccc(-c2cccc(C(Cc3ccccc3F)c3cc(F)c(F)c(F)c3F)c2)c1-c1cc(F)cc(-c2cccs2)c1-c1ccc(F)c(F)c1F,12.0,post
377,Cc1ccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(C)C(=O)Nc3ccccc3F)c2)cc1COc1cc(F)cc(F)c1C,10.84584,post
378,Oc1cccc(-c2cccc(-c3cccs3)c2)c1-c1cccs1-c1cc(F)cc(-c2cccc(F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
379,O=[N+]([O-])c1ccc(-c2cccc(-c3ccccc3O)c2COc2ccccc2COCc2ccccc2CO)cc1COc1cccc(-c2cccc(F)c2F)c1-c1ccc(F)c(F)c1COc1ccccc1F,12.0,post
380,Oc1ccccc1-c1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3)cc2COCc2ccccc2COc2ccccc2CO)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
381,Cc1ccc(-c2cccs2)cc1-c1ccc(-c2cccc(F)c2COc2cc(F)cc(F)c2F)cc1COCc1cc(F)cc(F)c1C,11.49634,post
382,Cc1cccc(-c2cccs2)c1-c1ccc(-c2ccccc2O)cc1-c1cc(F)cc(-c2cccc(F)c2COC)c1COCc1ccccc1-c1cc(F)cc(-c2cccc(F)c2CO)c1C,12.0,post
383,c1ccc(-c2cccc(-c3cccc(-c4ccccc4OCc4ccccc4)c3)c2)cc1-c1ccc(F)cc1-c1cc(F)cc(-c2cccs2)c1-c1ccc(F)cc1,12.0,post
384,Cc1ccc(-c2cccc(-c3ccccc3COc3cccc(F)c3F)c2)cc1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1COCc1cc(F)cc(F)c1F,12.0,post
385,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1COCc1ccccc1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
386,c1ccc(-c2ccccc2-c2ccc(-c3ccccc3F)cc2COc2ccccc2-c2ccc(F)cc2COc2ccccc2COCc2ccccc2CO)cc1COCc1ccccc1COc1cc(F)cc(F)c1F,12.0,post
387,Cc1ccsc1-c1ccc(-c2cccc(OCc3ccccc3F)c2)c(-c2ccccc2C)c1-c1cccc(F)c1COCc1cc(F)cc(F)c1C,12.0,post
388,Clc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3O)c2-c2cc(F)cc(F)c2COc2ccccc2COc2ccccc2COCc2ccccc2F)c1-c1cccc(F)c1COc1ccccc1F,12.0,post
389,COc1cc(Br)ccc1-c1cc(-c2ccccc2COc2ccccc2OC)cc(-c2cc(COC)cc(-c3ccccc3OC)c2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
390,c1ccc(-c2cccc(-c3cccc(COc4ccccc4OC(F)F)c(F)c3)c2)cc1COc1ccccc1-c1cc(F)cc(-c2ccc(F)c(F)c2)c1,0.0,post
391,COc1cccc(-c2cccc(-c3cccc(-c4ccccc4OC)c3OC(C)C(=O)N(Cc3ccccc3F)C(C(=O)OC)C(C)C(=O)O2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
392,Cc1ccc(-c2cccc(-c3cc(C)ccc3OC)c2COC(C)C(F)F)cc1COc1cc(F)cc(F)c1C,8.98186,post
393,Cc1ccc(-c2cccc(-c3cccc(F)c3F)c2C)cc1-c1ccc(-c2cccc(F)c2COC)c(-c2ccccc2COC)c1C,11.65696,post
394,Cc1cccc(-c2cccc(-c3cc(-c4ccccc4O)cc(-c4cccc(F)c4F)c3O)c2-c2cc(F)cc(F)c2C)c1C,10.91446,post
395,Cc1ccccc1-c1ccc(-c2cccc(-c3cccc(F)c3F)c2)cc1COc1ccc(F)c(F)c1COCc1cc(F)cc(F)c1C,11.43484,post
396,Oc1ccccc1-c1ccccc1-c1cc(-c2ccccc2F)cc(-c2cccc(F)c2COCc2ccccc2CO)c1-c1ccc(F)cc1COc1ccccc1COc1cc(F)cc(F)c1-c1cc(F)cc(F)c1F,12.0,post
397,Cc1cccc(-c2ccccc2O)c1-c1ccc(-c2ccccc2COc2ccccc2C)c(-c2ccccc2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
398,Cc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3OC)c2-c2ccc(F)cc2COc2ccccc2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
399,Oc1ccc(-c2ccccc2COc2cccc(Br)c2CO)cc1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1F,8.8345,post
400,Cc1cccc(Oc2ccccc2COCc2cccc(-c3cccc(F)c3F)c2)c1CCc1ccccc1-c1cc(F)cc(F)c1C,11.48814,post
401,Cc1ccccc1-c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3COC(C)C(F)F)c2)c1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
402,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,9.57894,post
403,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(C)C(=O)Nc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
404,Cc1cccc(-c2cccc(-c3cccc(Sc4ccccc4F)c3C)c2C)c1-c1ccc(F)c(C(C)C)c1COCc1cc(F)cc(F)c1F,12.0,post
405,c1ccc(-c2cccc(-c3cccc(F)c3COc3ccccc3F)c2)cc1-c1ccc(F)cc1COc1cc(F)cc(F)c1COc1cc(F)cc(F)c1F,12.0,post
406,Oc1ccccc1-c1ccc(-c2cc(F)c(-c3ccccc3OCc3ccccc3F)c(-c3ccccc3F)c2)c(-c2ccccc2F)c1-c1cccc(F)c1-c1ccc(F)cc1,12.0,post
407,CCc1cccc(-c2cc(-c3ccccc3F)cc(-c3cccs3)c2COc2cccc(F)c2COCc2ccccc2CO)c1-c1ccc(C)cc1COc1cc(F)cc(F)c1C,12.0,post
408,c1ccc(-c2cccc(-c3cccc(-c4ccccc4F)c3Oc3ccccc3OCCOCc3ccccc3F)c2)cc1-c1cc(F)cc(-c2cccc(F)c2)c1COCc1ccccc1,12.0,post
